NNLSSI1 solar spectral irradiance bands in units of W/m2   ID=1
NNLSSI1 solar spectral irradiance projection with Schwabe cycle period = 10.9 years    ID=2
Upper and Lower bounds of the irradiance projections are provided (otherwise set to -99). 
time (yyyy-MM-dd), 0-100 nm, 0-100 nm (lower), 0-100 nm (upper), 100-200 nm, 100-200 nm (lower), 100-200 nm (upper),200-300 nm, 200-300 nm (lower), 200-300 nm (upper),300-400 nm, 300-400 nm (lower), 300-400 nm (upper),0-200000 nm, 0-200000 nm (lower), 0-200000 nm (upper) ID
2021-07-01,0.0029812065,-99.0,-99.0,0.10388633,-99.0,-99.0,14.572359,-99.0,-99.0,93.614651,-99.0,-99.0,1361.4901,-99.0,-99.0,1
2022-07-01,0.0044023302,-99.0,-99.0,0.10858220,-99.0,-99.0,14.637452,-99.0,-99.0,93.733365,-99.0,-99.0,1361.9833,-99.0,-99.0,1
2023-07-01,0.0056670395,-99.0,-99.0,0.11284004,-99.0,-99.0,14.696872,-99.0,-99.0,93.843426,-99.0,-99.0,1362.4512,-99.0,-99.0,1
2024-07-01,0.0064332054,0.0053575857,0.0071022254,0.11479681,0.11174977,0.11702179,14.720857,14.680175,14.751762,93.873844,93.806182,93.930476,1362.4937,1362.2537,1362.7307,2
2025-07-01,0.0061921477,0.0047653111,0.0071758466,0.11361601,0.10918636,0.11722097,14.703441,14.643709,14.754282,93.837693,93.735857,93.934048,1362.3160,1361.9376,1362.7391,2
2026-07-01,0.0053936014,0.0037954105,0.0069348199,0.11074184,0.10602626,0.11594103,14.663255,14.600451,14.734913,93.762993,93.659298,93.891877,1361.9968,1361.6342,1362.5209,2
2027-07-01,0.0042933281,0.0029519644,0.0061117495,0.10709859,0.10335673,0.11267678,14.613245,14.564116,14.688455,93.673907,93.595874,93.802116,1361.6401,1361.3886,1362.1164,2
2028-07-01,0.0032509080,0.0025338204,0.0048833236,0.10388289,0.10212743,0.10842637,14.569857,14.547619,14.629607,93.599808,93.568076,93.695147,1361.3639,1361.2875,1361.6743,2
2029-07-01,0.0026256877,0.0025347044,0.0036447611,0.10221199,0.10219032,0.10456589,14.548173,14.548654,14.577450,93.566498,93.570649,93.605786,1361.2647,1361.3025,1361.3393,2
2030-07-01,0.0026421291,0.0025262411,0.0037677760,0.10270283,0.10212770,0.10647231,14.556229,14.547682,14.607728,93.586436,93.568437,93.677111,1361.3804,1361.2905,1361.7367,2
2031-07-01,0.0033241943,0.0025936619,0.0052172226,0.10529220,0.10246315,0.11123392,14.592672,14.552746,14.672803,93.655164,93.579418,93.791800,1361.6801,1361.3471,1362.1880,2
2032-07-01,0.0044817793,0.0030471132,0.0066600728,0.10923814,0.10445871,0.11585305,14.646958,14.581645,14.735577,93.752358,93.637292,93.900934,1362.0725,1361.6200,1362.6077,2
2033-07-01,0.0057535739,0.0039382911,0.0076112103,0.11329899,0.10772024,0.11877253,14.701934,14.627118,14.774868,93.847016,93.721252,93.967593,1362.4305,1361.9752,1362.8532,2
2034-07-01,0.0067394522,0.0050166627,0.0078228054,0.11619049,0.11128326,0.11936473,14.740176,14.675639,14.782814,93.908959,93.806010,93.980988,1362.6388,1362.3038,1362.9020,2
2035-07-01,0.0071192957,0.0056758578,0.0078972148,0.11696664,0.11266594,0.11961098,14.749147,14.691229,14.785762,93.917782,93.819306,93.984362,1362.6281,1362.2639,1362.9034,2
2036-07-01,0.0067613659,0.0048345803,0.0079846239,0.11534296,0.10933760,0.11984915,14.725495,14.644988,14.788818,93.869860,93.734696,93.988897,1362.3989,1361.9108,1362.9157,2
2037-07-01,0.0057766499,0.0037116091,0.0077549982,0.11183216,0.10569958,0.11859388,14.676733,14.595542,14.769640,93.780591,93.648724,93.946427,1362.0260,1361.5801,1362.6922,2
2038-07-01,0.0044829824,0.0028514969,0.0068539163,0.10757026,0.10300640,0.11494708,14.618657,14.559202,14.717715,93.678980,93.586669,93.846026,1361.6310,1361.3488,1362.2393,2
2039-07-01,0.0033074904,0.0025624546,0.0054515397,0.10396946,0.10222642,0.11003951,14.570520,14.549002,14.649970,93.598737,93.570645,93.723777,1361.3451,1361.2984,1361.7397,2
2040-07-01,0.0026477060,0.0025683714,0.0039875884,0.10225667,0.10224909,0.10541991,14.548720,14.549240,14.587818,93.567191,93.570748,93.618457,1361.2656,1361.2968,1361.3527,2
2041-07-01,0.0027449822,0.0025712217,0.0044521263,0.10307620,0.10221766,0.10873869,14.561480,14.548831,14.638253,93.596328,93.570128,93.728943,1361.4235,1361.2950,1361.9278,2
2042-07-01,0.0035905485,0.0026183057,0.0061521527,0.10623574,0.10248063,0.11428269,14.605593,14.552767,14.713412,93.678030,93.578524,93.858770,1361.7707,1361.3375,1362.4216,2
2043-07-01,0.0049318617,0.0030786561,0.0076553165,0.11077631,0.10455644,0.11904876,14.667573,14.582966,14.777606,93.786899,93.639555,93.967852,1362.1967,1361.6285,1362.8244,2
2044-07-01,0.0063515348,0.0040493465,0.0084588354,0.11527526,0.10815493,0.12143873,14.727930,14.633014,14.809295,93.888407,93.731429,94.019539,1362.5645,1362.0138,1363.0008,2
2045-07-01,0.0073869105,0.0052539566,0.0085398913,0.11826036,0.11216885,0.12166994,14.766878,14.687431,14.812195,93.949122,93.825404,94.023526,1362.7519,1362.3710,1363.0091,2
2046-07-01,0.0077044420,0.0058449972,0.0085969518,0.11876637,0.11297729,0.12182365,14.771817,14.693550,14.814033,93.949370,93.815034,94.025629,1362.6978,1362.1926,1363.0100,2
2047-07-01,0.0071960952,0.0047426521,0.0086484867,0.11661112,0.10896485,0.12196351,14.740913,14.639115,14.815765,93.888731,93.720970,94.027907,1362.4191,1361.8347,1363.0139,2
2048-07-01,0.0060187802,0.0035255663,0.0084192810,0.11246834,0.10505897,0.12074466,14.683867,14.586479,14.797165,93.786408,93.631414,93.986797,1362.0049,1361.5032,1362.7980,2
2049-07-01,0.0045605291,0.0027324869,0.0074613091,0.10770615,0.10262300,0.11681274,14.619532,14.553959,14.741252,93.676272,93.577413,93.878999,1361.5926,1361.3123,1362.3136,2
2050-07-01,0.0032970205,0.0026110467,0.0059230332,0.10387944,0.10236657,0.11139244,14.568903,14.550746,14.666722,93.594218,93.572973,93.745778,1361.3164,1361.3027,1361.7773,2
2051-07-01,0.0026473855,0.0025929880,0.0042881903,0.10226102,0.10225859,0.10619231,14.548797,14.548972,14.597079,93.567402,93.568563,93.629196,1361.2670,1361.2770,1361.3586,2
2052-07-01,0.0028349926,0.0025977554,0.0051548724,0.10341770,0.10225092,0.11104078,14.566256,14.549210,14.668872,93.605204,93.570483,93.779236,1361.4614,1361.2944,1362.1018,2
2053-07-01,0.0038078547,0.0026169223,0.0069571553,0.10699774,0.10242413,0.11686216,14.615862,14.551716,14.747203,93.695480,93.575474,93.911967,1361.8352,1361.3177,1362.5895,2
2054-07-01,0.0052564523,0.0030499015,0.0083478146,0.11185769,0.10442437,0.12120604,14.681719,14.581024,14.805202,93.809066,93.635550,94.008299,1362.2659,1361.6089,1362.9302,2
2055-07-01,0.0067139869,0.0040249972,0.0088583159,0.11642813,0.10808489,0.12260797,14.742522,14.631871,14.823321,93.909063,93.728600,94.035778,1362.6128,1361.9974,1363.0094,2
2056-07-01,0.0077097338,0.0052745566,0.0088448814,0.11922995,0.11227649,0.12251435,14.778577,14.688517,14.821754,93.963000,93.825621,94.031780,1362.7625,1362.3608,1362.9856,2
2057-07-01,0.0079145530,0.0057097198,0.0088708559,0.11933630,0.11222041,0.12264128,14.777960,14.682388,14.823568,93.953053,93.791891,94.035309,1362.6658,1362.0790,1363.0016,2
2058-07-01,0.0072649006,0.0044182335,0.0088612132,0.11672184,0.10787898,0.12258491,14.741003,14.623950,14.822623,93.882722,93.692827,94.032889,1362.3552,1361.7148,1362.9872,2
2059-07-01,0.0059714676,0.0032442702,0.0086396258,0.11223521,0.10415903,0.12148971,14.679714,14.574199,14.806085,93.774892,93.609847,93.997006,1361.9322,1361.4189,1362.8022,2
2060-07-01,0.0044496445,0.0026200511,0.0076915674,0.10731864,0.10230364,0.11755187,14.613793,14.549725,14.750141,93.664234,93.570500,93.889379,1361.5327,1361.2886,1362.3200,2
2061-07-01,0.0031994212,0.0026085569,0.0061301745,0.10358604,0.10223196,0.11202446,14.564861,14.548623,14.674354,93.586949,93.568035,93.754861,1361.2869,1361.2755,1361.7845,2
2062-07-01,0.0026176206,0.0026029750,0.0045381819,0.10221709,0.10221683,0.10710495,14.548338,14.548392,14.609525,93.567194,93.567526,93.650990,1361.2700,1361.2729,1361.4434,2
2063-07-01,0.0028850616,0.0025904208,0.0056748821,0.10362765,0.10221128,0.11270946,14.569169,14.548627,14.690788,93.610519,93.569283,93.813993,1361.4835,1361.2885,1362.2134,2
2064-07-01,0.0039084700,0.0025860049,0.0073737215,0.10733816,0.10229884,0.11813260,14.620275,14.549733,14.763355,93.702209,93.570806,93.935187,1361.8548,1361.2917,1362.6466,2
2065-07-01,0.0053404439,0.0029551268,0.0084776619,0.11209313,0.10404602,0.12150361,14.684360,14.575608,14.808027,93.811221,93.624953,94.007898,1362.2581,1361.5604,1362.8936,2
2066-07-01,0.0067111255,0.0038542181,0.0086220820,0.11633634,0.10746529,0.12171221,14.740458,14.623139,14.810103,93.901919,93.712077,94.008264,1362.5618,1361.9250,1362.8736,2
2067-07-01,0.0075732094,0.0050368719,0.0085784584,0.11868615,0.11145599,0.12153436,14.770315,14.677030,14.807505,93.944843,93.804196,94.002965,1362.6676,1362.2688,1362.8481,2
2068-07-01,0.0076479727,0.0052232639,0.0085940898,0.11838524,0.11049261,0.12168878,14.764320,14.658767,14.810007,93.926233,93.750263,94.009047,1362.5421,1361.9152,1362.8829,2
2069-07-01,0.0069151113,0.0039331417,0.0085227418,0.11554873,0.10633567,0.12141677,14.724669,14.603108,14.806073,93.852622,93.657167,94.001182,1362.2282,1361.5814,1362.8459,2
2070-07-01,0.0056168193,0.0029341318,0.0083239264,0.11110906,0.10322097,0.12053334,14.664377,14.561685,14.792997,93.748088,93.589101,93.973836,1361.8282,1361.3457,1362.7103,2
2071-07-01,0.0041721479,0.0025473219,0.0074713779,0.10649627,0.10214574,0.11694594,14.602847,14.547742,14.742012,93.646192,93.567745,93.875678,1361.4698,1361.2826,1362.2701,2
2072-07-01,0.0030373753,0.0025509397,0.0060152229,0.10316299,0.10213730,0.11176892,14.559431,14.547573,14.671081,93.578879,93.567220,93.750010,1361.2648,1361.2791,1361.7714,2
2073-07-01,0.0025683122,0.0025634173,0.0047129091,0.10214410,0.10214169,0.10811165,14.547565,14.547557,14.624915,93.566779,93.566871,93.685095,1361.2746,1361.2756,1361.6230,2
2074-07-01,0.0028894356,0.0025521152,0.0058884162,0.10367837,0.10211856,0.11334757,14.569864,14.547383,14.699062,93.611737,93.567179,93.826648,1361.4882,1361.2808,1362.2506,2
2075-07-01,0.0038716762,0.0025356829,0.0073032718,0.10718811,0.10214326,0.11780128,14.618037,14.547415,14.758518,93.697454,93.565879,93.925344,1361.8308,1361.2668,1362.5993,2
2076-07-01,0.0051794961,0.0028224058,0.0080397440,0.11148396,0.10353136,0.11996788,14.675803,14.568281,14.787063,93.795155,93.610783,93.971086,1362.1885,1361.4964,1362.7496,2
2077-07-01,0.0063695600,0.0035866037,0.0079738335,0.11511675,0.10647952,0.11973409,14.723714,14.609405,14.784356,93.872107,93.686764,93.968450,1362.4426,1361.8182,1362.7532,2
2078-07-01,0.0070566428,0.0046275113,0.0079239402,0.11691810,0.11001304,0.11947822,14.746394,14.657251,14.780527,93.903763,93.769113,93.960282,1362.5130,1362.1293,1362.7118,2
2079-07-01,0.0070227627,0.0045488517,0.0078942120,0.11632450,0.10834688,0.11940159,14.736777,14.630154,14.779549,93.880401,93.702920,93.958854,1362.3794,1361.7490,1362.7081,2
2080-07-01,0.0062834642,0.0034272345,0.0077860720,0.11354390,0.10477828,0.11898346,14.698180,14.582449,14.773532,93.809887,93.623455,93.946949,1362.0858,1361.4663,1362.6528,2
2081-07-01,0.0050862778,0.0026782790,0.0076305375,0.10950288,0.10249113,0.11838356,14.643438,14.552112,14.764933,93.715553,93.573945,93.930073,1361.7286,1361.2972,1362.5752,2
2082-07-01,0.0038136204,0.0025270614,0.0069276557,0.10548655,0.10216636,0.11537023,14.589932,14.548176,14.721991,93.627235,93.569148,93.846931,1361.4200,1361.2923,1362.1996,2
2083-07-01,0.0028627718,0.0025109707,0.0056764708,0.10274134,0.10210501,0.11089584,14.554247,14.547366,14.660538,93.572219,93.567846,93.737409,1361.2547,1361.2880,1361.7607,2
2084-07-01,0.0025173834,0.0025136171,0.0047148878,0.10207435,0.10206706,0.10858732,14.546852,14.546752,14.633547,93.566541,93.566361,93.709462,1361.2802,1361.2795,1361.7785,2
2085-07-01,0.0028618742,0.0025053691,0.0058224415,0.10360918,0.10201452,0.11306834,14.568924,14.546030,14.695585,93.610103,93.565082,93.822017,1361.4819,1361.2744,1362.2422,2
2086-07-01,0.0037549144,0.0024859815,0.0069004560,0.10675651,0.10201112,0.11640816,14.612136,14.545616,14.740283,93.687061,93.562730,93.896733,1361.7900,1361.2546,1362.5098,2
2087-07-01,0.0048864107,0.0026930514,0.0072977979,0.11043581,0.10303409,0.11749252,14.661730,14.561215,14.754503,93.771475,93.597178,93.919251,1362.1026,1361.4354,1362.5819,2
2088-07-01,0.0058815477,0.0033131401,0.0071973574,0.11343533,0.10546665,0.11725688,14.701424,14.595378,14.751719,93.835851,93.661269,93.916218,1362.3197,1361.7128,1362.5821,2
2089-07-01,0.0064122348,0.0041952407,0.0071187956,0.11477289,0.10848418,0.11697869,14.718251,14.636527,14.748504,93.859295,93.733364,93.913123,1362.3715,1361.9937,1362.5867,2
2090-07-01,0.0063156340,0.0039234080,0.0070934231,0.11404818,0.10639805,0.11683347,14.707205,14.604526,14.746252,93.834974,93.662106,93.908007,1362.2443,1361.6167,1362.5591,2
2091-07-01,0.0056298912,0.0030247547,0.0069845095,0.11151825,0.10357357,0.11637771,14.672145,14.566648,14.739568,93.771155,93.598458,93.894269,1361.9800,1361.3865,1362.4923,2
2092-07-01,0.0045762946,0.0025190560,0.0068917870,0.10799675,0.10207166,0.11610328,14.624322,14.546707,14.735903,93.688213,93.565815,93.888175,1361.6624,1361.2743,1362.4707,2
2093-07-01,0.0034958412,0.0025277999,0.0063542634,0.10461925,0.10218784,0.11371728,14.579143,14.548381,14.701665,93.612805,93.569118,93.820911,1361.3931,1361.2896,1362.1610,2
2094-07-01,0.0027216442,0.0025003392,0.0053186653,0.10242035,0.10215104,0.10997376,14.550446,14.548192,14.649901,93.568028,93.570135,93.727156,1361.2546,1361.3024,1361.7757,2
2095-07-01,0.0024843685,0.0024806939,0.0046678512,0.10204541,0.10203212,0.10882529,14.546661,14.546461,14.638934,93.567072,93.566644,93.728150,1361.2880,1361.2858,1361.9119,2
2096-07-01,0.0028413382,0.0024716161,0.0056891127,0.10355488,0.10194704,0.11259140,14.568255,14.545193,14.690091,93.609234,93.563962,93.816818,1361.4806,1361.2723,1362.2510,2
2097-07-01,0.0036574182,0.0024553133,0.0064910304,0.10639912,0.10194244,0.11503676,14.607479,14.544821,14.723059,93.679857,93.561945,93.873012,1361.7682,1361.2555,1362.4597,2
2098-07-01,0.0046577756,0.0026054093,0.0066476112,0.10962972,0.10269196,0.11536733,14.651330,14.556353,14.727282,93.755849,93.587809,93.879224,1362.0588,1361.3933,1362.4762,2
2099-07-01,0.0055152273,0.0031154071,0.0066211768,0.11219538,0.10473267,0.11535483,14.685579,14.585278,14.727428,93.812740,93.643195,93.880845,1362.2601,1361.6399,1362.4914,2
